zcr,spectral_centroid,spectral_bandwidth,chroma_stft_0,chroma_stft_1,chroma_stft_2,chroma_stft_3,chroma_stft_4,chroma_stft_5,chroma_stft_6,chroma_stft_7,chroma_stft_8,chroma_stft_9,chroma_stft_10,chroma_stft_11,rmse,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,label
0.033610026041666664,565.5694066380261,733.4889911999552,0.2763833999633789,0.07938142865896225,0.11352235823869705,0.4453376233577728,0.8907642364501953,0.35359764099121094,0.1998290866613388,0.1458190679550171,0.33433592319488525,0.12674301862716675,0.2521844804286957,0.706167459487915,0.04355792701244354,28.054141554958257,21.966615683475606,27.65592210206599,32.891198276947215,33.294657722481176,29.121793122783078,45.26976450751015,-388.42889404296875,205.1973419189453,7.863612651824951,39.28666687011719,13.85629940032959,-0.2547679841518402,-10.47853946685791,-3.9547791481018066,-4.728127479553223,-9.222128868103027,-3.272469997406006,4.761635780334473,-1.366942286491394,-9.526269912719727,-12.517077445983887,-6.778215408325195,-7.096027851104736,-8.449301719665527,-4.89150333404541,6.579099178314209,-1.3739290237426758,3.421592950820923,-4.944339752197266,-26.605207443237305,-13.454492568969727,-14.87852954864502,-11.095064163208008,13.293144226074219,-0.6588232517242432,-8.560646057128906,-8.43388843536377,-16.17552375793457,1.5995720624923706,11.936125755310059,4.351581573486328,-7.551958084106445,-22.21486473083496,-22.756628036499023,-3.6449999809265137,8.372493743896484,Sound_Guitar
0.03129521122685185,608.5440678953911,801.4226661612673,0.812041163444519,0.41207364201545715,0.13099747896194458,0.13415756821632385,0.3927574157714844,0.8323253989219666,0.3688351809978485,0.22967529296875,0.23928619921207428,0.612373411655426,0.22082757949829102,0.32475170493125916,0.0658211037516594,33.0864848875089,21.921479801316767,34.19870446922266,33.336200814618465,32.19992039089367,30.0712322386448,45.541078002547096,-359.5453796386719,171.6268768310547,10.192534446716309,37.61143112182617,18.92422866821289,7.342235565185547,-0.3772926926612854,4.057596683502197,0.36290010809898376,-7.475780010223389,-11.770124435424805,-2.022141933441162,-10.137256622314453,-24.94550895690918,-20.564918518066406,-4.11708927154541,-0.13577692210674286,9.58067798614502,14.376251220703125,1.8630119562149048,-6.654987335205078,-20.106063842773438,-34.15708541870117,-17.16166877746582,-2.0058257579803467,-6.559887409210205,-5.202660083770752,-8.033982276916504,-14.350590705871582,-5.5193705558776855,8.990107536315918,12.491044998168945,8.432342529296875,-15.826512336730957,-33.135807037353516,-21.44244384765625,-2.5517139434814453,11.725589752197266,10.558284759521484,-7.497109413146973,Sound_Guitar
0.03724048755787037,694.5215076444589,896.3563030338047,0.3134330213069916,0.885058581829071,0.33932754397392273,0.09186802059412003,0.13666819036006927,0.4360412359237671,0.8921238780021667,0.376147985458374,0.1765439212322235,0.19800014793872833,0.4455001950263977,0.15491445362567902,0.06740570813417435,29.725718838185156,24.19864030362317,30.574841867484242,33.431528653631354,37.3451765701021,33.22107178849783,47.26592264421446,-347.31915283203125,178.11375427246094,2.161172866821289,38.96022415161133,14.844491004943848,4.2788987159729,-5.161552906036377,-1.4225157499313354,-8.399041175842285,-3.929238796234131,-1.788347840309143,-4.120255470275879,-12.260772705078125,-18.41850471496582,-22.186058044433594,1.865384578704834,7.002793312072754,1.1915175914764404,-2.7561471462249756,-17.56760597229004,-19.74915313720703,-16.068405151367188,-20.881555557250977,-3.069228172302246,3.115968942642212,-11.922700881958008,-4.239635944366455,-1.4398218393325806,-9.624312400817871,9.474861145019531,9.275213241577148,-16.75174903869629,-26.95722198486328,-26.907323837280273,-8.638338088989258,19.134166717529297,22.931373596191406,-7.644198417663574,-20.417856216430664,-8.538186073303223,Sound_Guitar
0.033994321469907406,587.3608897515843,789.2444308253924,0.12457644194364548,0.21156395971775055,0.8553482294082642,0.34660860896110535,0.058485761284828186,0.0739910751581192,0.2693037688732147,0.6732733249664307,0.2788538634777069,0.09201616793870926,0.1372489035129547,0.37490686774253845,0.05477595329284668,33.23161940184674,24.422115032304017,32.236950877791244,33.96140094740673,35.6286155448959,32.09167954973567,45.82221800787687,-389.9207458496094,177.82040405273438,10.30290699005127,42.16701889038086,14.800138473510742,3.5905797481536865,-4.969820499420166,-7.999387741088867,-6.121776580810547,-4.623077869415283,-18.61659812927246,-13.828238487243652,-13.416571617126465,-17.492942810058594,-11.471467971801758,3.7355575561523438,-3.6253416538238525,-9.279407501220703,-8.435761451721191,-22.621721267700195,-28.684602737426758,-14.036006927490234,-2.930762767791748,-2.9076695442199707,1.15910804271698,-3.9839818477630615,-10.32878589630127,1.576513648033142,6.755155563354492,-2.278395414352417,-25.52356719970703,-32.38034439086914,-8.33052921295166,10.236014366149902,19.660470962524414,3.035672187805176,-20.132715225219727,-17.230756759643555,-1.6442651748657227,-5.172189712524414,Sound_Guitar
0.037547923900462965,643.7318898503518,836.6600302631895,0.9044570326805115,0.27010825276374817,0.2291528731584549,0.7499796748161316,0.2645491659641266,0.0737336128950119,0.11457868665456772,0.27231085300445557,0.5555464625358582,0.2580902874469757,0.10532576590776443,0.33269596099853516,0.06050938740372658,29.84992989801321,29.403599240270253,36.278902933549354,35.9539659993547,35.86486186164201,30.616014139127202,45.46187115585837,-372.23614501953125,161.71026611328125,10.579021453857422,45.08911895751953,18.361860275268555,4.543157577514648,-11.548689842224121,-0.24096107482910156,-4.246891975402832,-13.245241165161133,-8.994477272033691,-12.14220142364502,-19.318559646606445,-8.817362785339355,-1.967738151550293,-0.5434313416481018,-3.919477939605713,-7.135121822357178,-28.773130416870117,-33.43334197998047,-17.87238311767578,-2.8560636043548584,3.739173650741577,8.709174156188965,4.340877532958984,-12.905181884765625,0.8427908420562744,11.234208106994629,-17.15909767150879,-34.35559844970703,-19.525375366210938,6.270213603973389,18.269332885742188,9.162491798400879,-2.3781003952026367,-21.231279373168945,-23.20550537109375,-6.579421043395996,-1.838361144065857,-22.26089859008789,Sound_Guitar
0.031670464409722224,582.0182637122545,786.6913128089816,0.34092259407043457,0.9149426817893982,0.24728326499462128,0.20443515479564667,0.5165285468101501,0.21735408902168274,0.05714191496372223,0.08517962694168091,0.29461589455604553,0.55225670337677,0.24706588685512543,0.08677554875612259,0.06182939186692238,33.221128465395765,29.544345675102452,30.606584190905284,35.437347345860516,35.671418055582606,30.517329137900507,46.13711731764238,-391.01812744140625,173.12811279296875,18.012998580932617,37.280418395996094,13.34093189239502,5.1800689697265625,-4.844279766082764,-2.238149404525757,-11.67598819732666,-11.337250709533691,-6.592894554138184,-6.431243896484375,-18.988168716430664,-11.184383392333984,-0.925082802772522,-11.33714771270752,-21.590890884399414,-21.519088745117188,-24.76580810546875,-19.535879135131836,-16.91017723083496,-2.972031593322754,-0.7067369818687439,-5.929192543029785,0.7236674427986145,-0.16298462450504303,-0.0177718885242939,-12.901350975036621,-35.2830696105957,-14.34072494506836,21.163564682006836,20.802072525024414,-2.5697834491729736,-28.514892578125,-29.423940658569336,-14.61813735961914,-7.508871555328369,-7.086704730987549,-14.797562599182129,-24.779272079467773,Sound_Guitar
0.028528284143518517,553.5439791221891,757.5047407646096,0.10052523761987686,0.18607820570468903,0.8962542414665222,0.43407365679740906,0.22784386575222015,0.7281210422515869,0.34855061769485474,0.05920768156647682,0.08878844976425171,0.20288202166557312,0.48721733689308167,0.33002933859825134,0.07241617143154144,34.55160895285852,23.485998766570972,34.97991202314287,33.740542945068,34.89471946278399,31.377964601841217,45.37813661779288,-386.7481994628906,162.40792846679688,15.373852729797363,42.025455474853516,23.156885147094727,4.869762420654297,-5.504892826080322,-6.741790771484375,-15.872325897216797,-13.088702201843262,-14.18192195892334,-12.666682243347168,-9.960660934448242,-9.725701332092285,-15.344305038452148,-18.547544479370117,-24.36377716064453,-29.199228286743164,-19.313169479370117,-19.48857879638672,-13.569499969482422,12.830431938171387,0.2171756625175476,-6.939818382263184,5.483358860015869,-6.519806385040283,-21.680007934570312,-29.458478927612305,-6.943017482757568,21.368322372436523,12.204719543457031,-20.153059005737305,-37.71931076049805,-27.083887100219727,-5.810862064361572,1.108177661895752,-9.026745796203613,-15.699365615844727,-3.398754358291626,18.31875991821289,Sound_Guitar
0.03195981626157408,585.807402665883,780.9845723002222,0.19649335741996765,0.05722503364086151,0.2744419574737549,0.9237396717071533,0.2678506672382355,0.21963365375995636,0.6329375505447388,0.21540087461471558,0.041708141565322876,0.06882134079933167,0.20656897127628326,0.38366883993148804,0.05953429639339447,34.327830648306694,24.3618319857176,33.08600973626052,37.15230855996353,34.51389345177085,30.175236657115445,45.20502956344027,-408.4964294433594,160.1492156982422,20.347379684448242,41.80765151977539,18.856285095214844,-1.8351294994354248,-5.14891242980957,-1.9737896919250488,-18.08530616760254,-23.981721878051758,-21.5565185546875,-9.492323875427246,-8.725076675415039,-16.246463775634766,-18.626014709472656,-20.275087356567383,-21.657560348510742,-20.03491973876953,-16.58871841430664,-11.492453575134277,-3.082045555114746,4.880626201629639,-7.083020210266113,-10.038064002990723,-3.756160020828247,-14.447208404541016,-14.29898738861084,3.100231647491455,19.79982566833496,6.78248405456543,-37.91127395629883,-48.97098922729492,-19.738813400268555,0.5479289889335632,2.0983457565307617,-4.5561747550964355,-7.222208499908447,7.921565532684326,18.289857864379883,-8.97806453704834,Sound_Guitar
0.02996600115740741,608.0907530968564,853.5281024340283,0.4679109752178192,0.2143903374671936,0.08122231066226959,0.2948017716407776,0.9238779544830322,0.2360229343175888,0.2190706431865692,0.552822470664978,0.21187154948711395,0.04263140261173248,0.07709269970655441,0.23284532129764557,0.07090217620134354,35.871038854332035,21.904162541143222,30.523314601954876,35.71239230031108,34.728518395225265,32.99411942434564,45.5539358127652,-398.0988464355469,147.52005004882812,24.25786590576172,43.789398193359375,3.325007438659668,0.6783910393714905,0.12351962924003601,-4.760134696960449,-18.371780395507812,-26.629722595214844,-22.029706954956055,-5.618006229400635,-7.905200481414795,-12.85694408416748,-19.056724548339844,-28.56238555908203,-30.378223419189453,-27.284374237060547,-18.76160430908203,6.881322860717773,0.3628256320953369,-13.971156120300293,-13.008489608764648,-1.987764835357666,5.258376598358154,-12.622635841369629,-4.262186527252197,15.894566535949707,-10.012884140014648,-43.44055938720703,-46.38874053955078,-21.57318878173828,10.401426315307617,3.673964262008667,-7.7890706062316895,4.366257190704346,8.991768836975098,-1.6064553260803223,-13.59378433227539,-3.443312644958496,Sound_Guitar
0.031096281828703703,649.9136206778245,859.3863944693721,0.16054432094097137,0.4345294237136841,0.2171790450811386,0.0718914195895195,0.18876449763774872,0.9128265380859375,0.312739759683609,0.08422636985778809,0.2784615755081177,0.14074034988880157,0.027248356491327286,0.045016758143901825,0.06250858306884766,35.31615843098554,23.372609839602628,31.817141594153057,36.48428602370515,36.452722409224016,32.16191625081841,45.59709978679051,-411.7315979003906,151.52992248535156,22.383928298950195,37.78202438354492,2.7311718463897705,6.100129127502441,-8.457674026489258,-22.705265045166016,-23.828176498413086,-23.89612579345703,-15.764683723449707,-2.673266649246216,-13.140961647033691,-19.136947631835938,-31.583251953125,-34.12779998779297,-29.007722854614258,-11.19029712677002,-0.1183459460735321,0.34966960549354553,-15.561806678771973,-9.877351760864258,9.104317665100098,-3.1167666912078857,-3.7034573554992676,-4.92246150970459,4.831512451171875,-5.7550482749938965,-48.316871643066406,-48.19857406616211,-2.357060432434082,23.098814010620117,6.511044025421143,-3.009404420852661,4.4905266761779785,4.566446304321289,-9.095542907714844,-13.085721969604492,11.607796669006348,30.679710388183594,Sound_Guitar
